0.002,0.00942302,-2.00072,0.00460682,3.13034,-0.00359989,-0.00332107,-0.00936711,-0.0137364,0,0,0,0,-0.212383,-0.00156808,0.00607502,0.844686,0.00377657,-0.535244,-0.00204809
0.004,0.00942302,-2.00075,0.00456121,3.13043,-0.00264698,-0.00603862,-0.01293,0.00118923,0,0,0,0,-0.212367,-0.00157235,0.00604316,0.844671,0.00376415,-0.535269,-0.00206707
0.006,0.00942302,-2.00072,0.00460682,3.13034,-0.00194631,-0.000846079,-0.00346927,-0.010407,0,0,0,0,-0.212383,-0.00156808,0.00607502,0.844686,0.00377657,-0.535244,-0.00204809
0.008,0.00942302,-2.00072,0.00460682,3.13034,-0.00143111,-0.000622117,-0.00255093,-0.0076522,0,0,0,0,-0.212383,-0.00156808,0.00607502,0.844686,0.00377657,-0.535244,-0.00204809
0.01,0.00942302,-2.00069,0.00465243,3.13043,-0.00105229,0.00313536,0.00416021,0.00565078,0,0,0,0,-0.212367,-0.00156377,0.00605466,0.844656,0.00378916,-0.535292,-0.00202878
0.012,0.00942302,-2.00069,0.00465243,3.13043,-0.00077374,0.00230541,0.00305898,0.00415498,0,0,0,0,-0.212367,-0.00156377,0.00605466,0.844656,0.00378916,-0.535292,-0.00202878
0.014,0.00942302,-2.00072,0.00469805,3.13043,-0.000568927,-0.00189936,0.00828802,0.00305514,0,0,0,0,-0.212367,-0.00155949,0.00604887,0.844664,0.0038015,-0.53528,-0.00200967
0.016,0.00942302,-2.00075,0.00465243,3.13043,-0.000418328,-0.00499625,4.67067e-05,0.00224642,0,0,0,0,-0.212367,-0.00156378,0.00604313,0.844671,0.003789,-0.535269,-0.00202882
0.018,0.00942302,-2.00075,0.00465243,3.13051,-0.000307594,-0.00367371,3.43431e-05,0.0129332,0,0,0,0,-0.21235,-0.00156376,0.00601702,0.844648,0.00378908,-0.535305,-0.00202865
0.02,0.00942302,-2.00075,0.00465243,3.13051,-0.000226172,-0.00270126,2.52523e-05,0.00950972,0,0,0,0,-0.21235,-0.00156376,0.00601702,0.844648,0.00378908,-0.535305,-0.00202865
0.022,0.00942302,-2.0008,0.00465243,3.13043,-0.000166303,-0.00916754,1.85679e-05,-0.00427824,0,0,0,0,-0.212367,-0.00156378,0.0060316,0.844685,0.00378884,-0.535246,-0.00202885
0.024,0.0093865,-2.0008,0.00465243,3.13043,-0.00496007,-0.00674084,1.36528e-05,-0.00314577,0,0,0,0,-0.212367,-0.00155602,0.0060316,0.844685,0.00377906,-0.535246,-0.00201343
0.026,0.0093865,-2.00077,0.00469805,3.13043,-0.00364711,-0.00136284,0.00604737,-0.00231306,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.028,0.0093865,-2.00077,0.00469805,3.13043,-0.0026817,-0.00100209,0.0044466,-0.00170078,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.03,0.0093865,-2.00077,0.00469805,3.13043,-0.00197184,-0.000736831,0.00326956,-0.00125058,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.032,0.0093865,-2.0008,0.00474366,3.13043,-0.00144988,-0.00413759,0.00844502,-0.000919541,0,0,0,0,-0.212368,-0.00154745,0.00603156,0.844686,0.0038039,-0.535246,-0.00197517
0.034,0.00934998,-2.00083,0.00469805,3.13043,-0.00591081,-0.00664373,0.000159257,-0.000676133,0,0,0,0,-0.212368,-0.00154398,0.00602581,0.844693,0.00378163,-0.535234,-0.00197889
0.036,0.00934998,-2.00083,0.00469805,3.13043,-0.00434618,-0.00488509,0.000117101,-0.000497157,0,0,0,0,-0.212368,-0.00154398,0.00602581,0.844693,0.00378163,-0.535234,-0.00197889
0.038,0.00934998,-2.0008,0.00474366,3.13034,-0.00319572,-2.17645e-06,0.00611697,-0.0116336,0,0,0,0,-0.212384,-0.0015397,0.00605766,0.844708,0.00379405,-0.53521,-0.00195991
0.04,0.0093865,-2.00077,0.00469805,3.13043,0.00248914,0.00359549,-0.00154533,0.00273677,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.042,0.0093865,-2.00077,0.00469805,3.13043,0.00183025,0.00264374,-0.00113627,0.00201233,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.044,0.0093865,-2.00077,0.00469805,3.13043,0.00134577,0.00194393,-0.000835493,0.00147966,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.046,0.00934998,-2.00077,0.00469805,3.13043,-0.00384421,0.00142936,-0.000614333,0.00108798,0,0,0,0,-0.212367,-0.00154398,0.00603734,0.844678,0.00378179,-0.535257,-0.00197886
0.048,0.0093865,-2.00077,0.00469805,3.13043,0.0020077,0.001051,-0.000451716,0.000799987,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.05,0.0093865,-2.00077,0.00469805,3.13043,0.00147625,0.000772793,-0.000332144,0.000588226,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.052,0.0093865,-2.00075,0.00465243,3.13043,0.00108548,0.00416189,-0.00628156,0.000432519,0,0,0,0,-0.212367,-0.00155602,0.00604313,0.844671,0.00377922,-0.535269,-0.00201339
0.054,0.0093865,-2.00077,0.00469805,3.13043,0.000798146,-0.000533017,0.00141782,0.000318029,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.056,0.0093865,-2.00077,0.00469805,3.13043,0.000586872,-0.000391925,0.00104252,0.000233845,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.058,0.0093865,-2.00077,0.00469805,3.13043,0.000431523,-0.00028818,0.000766556,0.000171945,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.06,0.0093865,-2.00077,0.00469805,3.13034,0.000317297,-0.000211897,0.000563644,-0.0111631,0,0,0,0,-0.212384,-0.00155175,0.00606345,0.844701,0.00379148,-0.535221,-0.00199444
0.062,0.0093865,-2.00077,0.00469805,3.13043,0.000233306,-0.000155807,0.000414444,0.00307194,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.064,0.0093865,-2.00077,0.00469805,3.13034,0.000171549,-0.000114564,0.000304738,-0.00901862,0,0,0,0,-0.212384,-0.00155175,0.00606345,0.844701,0.00379148,-0.535221,-0.00199444
0.066,0.0093865,-2.00077,0.00469805,3.13043,0.000126139,-8.4238e-05,0.000224072,0.00464875,0,0,0,0,-0.212367,-0.00155173,0.00603734,0.844678,0.00379156,-0.535257,-0.00199428
0.068,0.00934998,-2.0008,0.00474366,3.13043,-0.00474157,-0.0036556,0.00620209,0.0034182,0,0,0,0,-0.212368,-0.00153969,0.00603156,0.844686,0.00379413,-0.535246,-0.00195975
0.07,0.0093865,-2.0008,0.00474366,3.13043,0.0013473,-0.00268794,0.00456036,0.00251338,0,0,0,0,-0.212368,-0.00154745,0.00603156,0.844686,0.0038039,-0.535246,-0.00197517
0.072,0.0093865,-2.0008,0.00474366,3.13043,0.000990658,-0.00197643,0.00335321,0.00184807,0,0,0,0,-0.212368,-0.00154745,0.00603156,0.844686,0.0038039,-0.535246,-0.00197517
0.074,0.0093865,-2.0008,0.00474366,3.13043,0.000728425,-0.00145325,0.00246559,0.00135888,0,0,0,0,-0.212368,-0.00154745,0.00603156,0.844686,0.0038039,-0.535246,-0.00197517
0.076,0.00934998,-2.0008,0.00474366,3.13043,-0.00429929,-0.00106857,0.00181294,0.000999175,0,0,0,0,-0.212368,-0.00153969,0.00603156,0.844686,0.00379413,-0.535246,-0.00195975
0.078,0.00934998,-2.0008,0.00474366,3.13043,-0.00316124,-0.000785712,0.00133304,0.000734688,0,0,0,0,-0.212368,-0.00153969,0.00603156,0.844686,0.00379413,-0.535246,-0.00195975
0.08,0.0093865,-2.0008,0.00474366,3.13043,0.00250988,-0.00057773,0.000980178,0.000540212,0,0,0,0,-0.212368,-0.00154745,0.00603156,0.844686,0.0038039,-0.535246,-0.00197517
